FID,COUNT,LISTED_TAX,SCIENTIFIC,COMMON_NAM,Shape__Area,Shape__Length
665,4,"59350
758
942
282","Pezoporus occidentalis
Polytelis alexandrae
Erythrotriorchis radiatus
Macrotis lagotis","Night Parrot
Princess Parrot, Alexandra's Parrot
Red Goshawk
Greater Bilby",131915167.734375,45964.1805539858
666,4,"59350
758
282
83160","Pezoporus occidentalis
Polytelis alexandrae
Macrotis lagotis
Liopholis kintorei","Night Parrot
Princess Parrot, Alexandra's Parrot
Greater Bilby
Great Desert Skink, Tjakura, Warrarna, Mulyamiji",11423654493.1563,826608.763616171
667,4,"85104
331
1765
1767","Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Chelonia mydas
Lepidochelys olivacea","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle",168749136.027344,116295.717075845
668,4,"85104
331
5481
1656","Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus
Dichanthium queenslandicum
Delma torquata","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
King Blue-grass
Adorned Delma, Collared Delma",68254771.359375,35657.6721298375
669,4,"85104
66240
1765
1767","Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Hippocampus whitei
Chelonia mydas
Lepidochelys olivacea","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
White's Seahorse, Crowned Seahorse, Sydney Seahorse
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle",136413475.480469,59030.2844262811
670,4,"934
1828
85104
56791","Leipoa ocellata
Litoria raniformis
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Craterocephalus fluviatilis","Malleefowl
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Murray Hardyhead",149695536.804688,73737.9898187538
671,4,"934
747
1828
56791","Leipoa ocellata
Neophema chrysogaster
Litoria raniformis
Craterocephalus fluviatilis","Malleefowl
Orange-bellied Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Murray Hardyhead",75801819.0273438,35882.6832841649
672,4,"934
906
82338
744","Leipoa ocellata
Pedionomus torquatus
Anthochaera phrygia
Lathamus discolor","Malleefowl
Plains-wanderer
Regent Honeyeater
Swift Parrot",696174411.625,297683.910877361
673,4,"934
906
25982
744","Leipoa ocellata
Pedionomus torquatus
Calyptorhynchus banksii graptogyne
Lathamus discolor","Malleefowl
Plains-wanderer
South-eastern Red-tailed Black-Cockatoo
Swift Parrot",423969550.046875,130586.71013741
674,4,"934
906
25982
1828","Leipoa ocellata
Pedionomus torquatus
Calyptorhynchus banksii graptogyne
Litoria raniformis","Malleefowl
Plains-wanderer
South-eastern Red-tailed Black-Cockatoo
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",115431950.0625,61038.779334929
675,4,"934
906
25982
66766","Leipoa ocellata
Pedionomus torquatus
Calyptorhynchus banksii graptogyne
Paralucia pyrodiscus lucida","Malleefowl
Plains-wanderer
South-eastern Red-tailed Black-Cockatoo
Eltham Copper Butterfly",115357720.507813,52582.9955237565
676,4,"934
906
744
1828","Leipoa ocellata
Pedionomus torquatus
Lathamus discolor
Litoria raniformis","Malleefowl
Plains-wanderer
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",155732111.15625,75346.3689903181
677,4,"934
906
1828
56791","Leipoa ocellata
Pedionomus torquatus
Litoria raniformis
Craterocephalus fluviatilis","Malleefowl
Plains-wanderer
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Murray Hardyhead",303371747.402344,134961.457067765
678,4,"934
906
1828
282","Leipoa ocellata
Pedionomus torquatus
Litoria raniformis
Macrotis lagotis","Malleefowl
Plains-wanderer
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Greater Bilby",112808123.332031,51666.858244272
679,4,"934
906
1828
85104","Leipoa ocellata
Pedionomus torquatus
Litoria raniformis
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Malleefowl
Plains-wanderer
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",37625291.1132813,24651.6990805735
680,4,"934
906
282
294","Leipoa ocellata
Pedionomus torquatus
Macrotis lagotis
Myrmecobius fasciatus","Malleefowl
Plains-wanderer
Greater Bilby
Numbat",225616246.644531,62798.8055717676
681,4,"934
906
22
282","Leipoa ocellata
Pedionomus torquatus
Neophoca cinerea
Macrotis lagotis","Malleefowl
Plains-wanderer
Australian Sea-lion, Australian Sea Lion
Greater Bilby",73983980.40625,35556.0848793523
682,4,"934
59350
758
282","Leipoa ocellata
Pezoporus occidentalis
Polytelis alexandrae
Macrotis lagotis","Malleefowl
Night Parrot
Princess Parrot, Alexandra's Parrot
Greater Bilby",103753805.855469,47119.9942627098
683,4,"282
1765
1767
60756","Macrotis lagotis
Chelonia mydas
Lepidochelys olivacea
Pristis pristis","Greater Bilby
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",32314809.6777344,22743.5040859569
684,4,"282
331
1765
1115","Macrotis lagotis
Dasyurus hallucatus
Chelonia mydas
Aipysurus apraefrontalis","Greater Bilby
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Short-nosed Seasnake",429567091.4375,102416.4442378
685,4,"282
331
1765
60756","Macrotis lagotis
Dasyurus hallucatus
Chelonia mydas
Pristis pristis","Greater Bilby
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",32890654.2578125,22950.420104174
686,4,"449
934
1828
56791","Manorina melanotis
Leipoa ocellata
Litoria raniformis
Craterocephalus fluviatilis","Black-eared Miner
Malleefowl
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Murray Hardyhead",1385667603.55078,478236.059114733
687,4,"449
934
1828
85104","Manorina melanotis
Leipoa ocellata
Litoria raniformis
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Black-eared Miner
Malleefowl
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",74781480.9140625,49134.8377727881
688,4,"449
934
282
294","Manorina melanotis
Leipoa ocellata
Macrotis lagotis
Myrmecobius fasciatus","Black-eared Miner
Malleefowl
Greater Bilby
Numbat",925391595.96875,133290.620604167
689,4,"449
934
906
1828","Manorina melanotis
Leipoa ocellata
Pedionomus torquatus
Litoria raniformis","Black-eared Miner
Malleefowl
Plains-wanderer
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",1387289231.33984,400189.57133957
690,4,"747
744
1828
87645","Neophema chrysogaster
Lathamus discolor
Litoria raniformis
Miniopterus orianae bassanii","Orange-bellied Parrot
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Southern Bent-wing Bat",79198823.90625,36492.9995190512
691,4,"847
82338
744
85104","Numenius madagascariensis
Anthochaera phrygia
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Eastern Curlew, Far Eastern Curlew
Regent Honeyeater
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",337191578.449219,120579.47552434
692,4,"847
1765
1115
60756","Numenius madagascariensis
Chelonia mydas
Aipysurus apraefrontalis
Pristis pristis","Eastern Curlew, Far Eastern Curlew
Green Turtle
Short-nosed Seasnake
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",1017759194.6875,582899.41724148
693,4,"847
1765
1767
1115","Numenius madagascariensis
Chelonia mydas
Lepidochelys olivacea
Aipysurus apraefrontalis","Eastern Curlew, Far Eastern Curlew
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Short-nosed Seasnake",193492857.947266,68159.3656569354
694,4,"847
1765
1767
60756","Numenius madagascariensis
Chelonia mydas
Lepidochelys olivacea
Pristis pristis","Eastern Curlew, Far Eastern Curlew
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",12769782360.2207,3593495.61697532
695,4,"847
331
1765
1115","Numenius madagascariensis
Dasyurus hallucatus
Chelonia mydas
Aipysurus apraefrontalis","Eastern Curlew, Far Eastern Curlew
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]
Green Turtle
Short-nosed Seasnake",4650102551.95898,1101703.96431841
696,4,"847
85104
1765
1767","Numenius madagascariensis
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Chelonia mydas
Lepidochelys olivacea","Eastern Curlew, Far Eastern Curlew
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle",1339666690.65625,510380.81817278
697,4,"847
758
1765
1115","Numenius madagascariensis
Polytelis alexandrae
Chelonia mydas
Aipysurus apraefrontalis","Eastern Curlew, Far Eastern Curlew
Princess Parrot, Alexandra's Parrot
Green Turtle
Short-nosed Seasnake",32653970.7167969,22865.3735164888
698,4,"847
758
282
1765","Numenius madagascariensis
Polytelis alexandrae
Macrotis lagotis
Chelonia mydas","Eastern Curlew, Far Eastern Curlew
Princess Parrot, Alexandra's Parrot
Greater Bilby
Green Turtle",32682587.0722656,22875.6561222086
699,4,"847
758
282
83091","Numenius madagascariensis
Polytelis alexandrae
Macrotis lagotis
Trichosurus vulpecula arnhemensis","Eastern Curlew, Far Eastern Curlew
Princess Parrot, Alexandra's Parrot
Greater Bilby
Northern Brushtail Possum",195520569.833984,91948.330949002
700,4,"847
720
942
331","Numenius madagascariensis
Psephotus chrysopterygius
Erythrotriorchis radiatus
Dasyurus hallucatus","Eastern Curlew, Far Eastern Curlew
Golden-shouldered Parrot, Alwal, Thaku, Arrmorral, Minpin
Red Goshawk
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",64027708.9628906,45270.7260246131
701,4,"847
185
1765
1767","Numenius madagascariensis
Pteropus conspicillatus
Chelonia mydas
Lepidochelys olivacea","Eastern Curlew, Far Eastern Curlew
Spectacled Flying-fox
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle",129808535.021484,80039.4444715949
702,4,"847
90381
82338
1765","Numenius madagascariensis
Thinornis cucullatus cucullatus
Anthochaera phrygia
Chelonia mydas","Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Regent Honeyeater
Green Turtle",39115090.1640625,25187.0228955272
703,4,"847
90381
744
333","Numenius madagascariensis
Thinornis cucullatus cucullatus
Lathamus discolor
Dasyurus viverrinus","Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Swift Parrot
Eastern Quoll, Luaner",636976814.375,184614.435750133
704,4,"847
90381
744
1828","Numenius madagascariensis
Thinornis cucullatus cucullatus
Lathamus discolor
Litoria raniformis","Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",40605602.3046875,25722.602989305
705,4,"847
90381
744
96","Numenius madagascariensis
Thinornis cucullatus cucullatus
Lathamus discolor
Pseudomys novaehollandiae","Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover
Swift Parrot
New Holland Mouse, Pookila",647778789.101563,208874.6607471
706,4,"744
64415
1828
333","Lathamus discolor
Astacopsis gouldi
Litoria raniformis
Dasyurus viverrinus","Swift Parrot
Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Eastern Quoll, Luaner",663343654.351563,245191.70737058
707,4,"744
1828
333
90200","Lathamus discolor
Litoria raniformis
Dasyurus viverrinus
Ammoniropa vigens","Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Eastern Quoll, Luaner
Ammonite Pinwheel Snail",168652823.335938,89987.9908699743
708,4,"744
1828
333
26167","Lathamus discolor
Litoria raniformis
Dasyurus viverrinus
Galaxias fontanus","Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Eastern Quoll, Luaner
Swan Galaxias",832229385.664063,290364.999980293
709,4,"744
1828
333
81615","Lathamus discolor
Litoria raniformis
Dasyurus viverrinus
Prasophyllum taphanyx","Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Eastern Quoll, Luaner
Graveside Leek-orchid",166457212.195313,63307.9133838316
710,4,"744
1828
87645
76211","Lathamus discolor
Litoria raniformis
Miniopterus orianae bassanii
Lachnagrostis adamsonii","Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Southern Bent-wing Bat
Adamson's Blown-grass, Adamson's Blowngrass",1209636427.97656,273833.12897806
711,4,"744
1828
81615
26167","Lathamus discolor
Litoria raniformis
Prasophyllum taphanyx
Galaxias fontanus","Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Graveside Leek-orchid
Swan Galaxias",166653085.273438,67184.8194624636
712,4,"744
225
85104
96","Lathamus discolor
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae","Swift Parrot
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila",908635287.484375,301711.446468941
713,4,"744
225
85104
86072","Lathamus discolor
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Wollumbinia georgesi","Swift Parrot
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Georges' Snapping Turtle, Bellinger River Sawshell Turtle, Georges Helmeted Turtle",71873534.6640625,36957.9887693285
714,4,"744
16959
1828
333","Lathamus discolor
Phebalium daviesii
Litoria raniformis
Dasyurus viverrinus","Swift Parrot
Davies' Waxflower, St Helens Waxflower
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Eastern Quoll, Luaner",123981451.273438,51967.5638037439
715,4,"744
1935
225
85104","Lathamus discolor
Philoria kundagungan
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Swift Parrot
Mountain Frog
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",71016664.2929688,47782.0405230316
716,4,"744
19162
225
85104","Lathamus discolor
Rhodomyrtus psidioides
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Swift Parrot
Native Guava
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",144763959.292969,85413.3204858514
717,4,"744
19162
85104
96","Lathamus discolor
Rhodomyrtus psidioides
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae","Swift Parrot
Native Guava
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila",361586001.417969,181908.216561681
718,4,"847
942
85104
185","Numenius madagascariensis
Erythrotriorchis radiatus
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pteropus conspicillatus","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Spectacled Flying-fox",97775075.4492188,56829.1277630747
719,4,"847
942
185
1765","Numenius madagascariensis
Erythrotriorchis radiatus
Pteropus conspicillatus
Chelonia mydas","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Spectacled Flying-fox
Green Turtle",32496945.5410156,22808.9502622467
720,4,"847
942
83091
331","Numenius madagascariensis
Erythrotriorchis radiatus
Trichosurus vulpecula arnhemensis
Dasyurus hallucatus","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Northern Brushtail Possum
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",8102595555.44727,3021288.12454359
721,4,"847
942
83091
60756","Numenius madagascariensis
Erythrotriorchis radiatus
Trichosurus vulpecula arnhemensis
Pristis pristis","Eastern Curlew, Far Eastern Curlew
Red Goshawk
Northern Brushtail Possum
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",221311667.201172,89738.7514054656
722,4,"847
66240
1765
1767","Numenius madagascariensis
Hippocampus whitei
Chelonia mydas
Lepidochelys olivacea","Eastern Curlew, Far Eastern Curlew
White's Seahorse, Crowned Seahorse, Sydney Seahorse
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle",170782127.464844,94762.3280391326
